%OpenBCI Raw EEG Data % %Sample Rate = 250.0 Hz %First Column = SampleIndex %Other Columns = EEG data in microvolts,,,,,,,,,,,,,,,,
-5,-1319.51,13.52,-2835.79,-5786.71,-328.28,-6813.48,382.75,-4876.84,-1319.51,13.52,-2835.79,-5786.71,-328.28,-6813.48,382.75,-4876.84
-4,-1335.02,4,-2833.53,-5800.9,-340.51,-6827.14,377.54,-4887.57,-1335.02,4,-2833.53,-5800.9,-340.51,-6827.14,377.54,-4887.57
-3,-1322.51,8.23,-2831.76,-5789.79,-322.51,-6814.93,387.02,-4875.29,-1322.51,8.23,-2831.76,-5789.79,-322.51,-6814.93,387.02,-4875.29
-2,-1333.35,0.76,-2830.02,-5804.48,-331.48,-6828.32,380.85,-4886.69,-1333.35,0.76,-2830.02,-5804.48,-331.48,-6828.32,380.85,-4886.69
-1,-1316.7,16.21,-2828.99,-5788.52,-313.95,-6812.36,392.38,-4873.31,-1316.7,16.21,-2828.99,-5788.52,-313.95,-6812.36,392.38,-4873.31
0,-1324.36,4.52,-2827.83,-5801.64,-323.52,-6823.58,385.77,-4882.16,-1324.36,4.52,-2827.83,-5801.64,-323.52,-6823.58,385.77,-4882.16
-29,-1310.91,13.08,-2820.86,-5785.5,-305.12,-6806.44,400.03,-4864.61,-1310.91,13.08,-2820.86,-5785.5,-305.12,-6806.44,400.03,-4864.61
-28,-1324.7,2.55,-2822.98,-5794.89,-318,-6815.31,392.94,-4870.74,-1324.7,2.55,-2822.98,-5794.89,-318,-6815.31,392.94,-4870.74
-27,-1325.53,12.38,-2816.59,-5778.51,-307.43,-6795.04,402.73,-4853.28,-1325.53,12.38,-2816.59,-5778.51,-307.43,-6795.04,402.73,-4853.28
-26,-1328.34,1.25,-2818.38,-5783.4,-318.71,-6799.47,397.73,-4859.22,-1328.34,1.25,-2818.38,-5783.4,-318.71,-6799.47,397.73,-4859.22
-25,-1317.28,7.2,-2812.61,-5767.42,-303.87,-6782.9,403.58,-4847.87,-1317.28,7.2,-2812.61,-5767.42,-303.87,-6782.9,403.58,-4847.87
-24,-1319.22,2.17,-2812.41,-5767.73,-309.71,-6780.71,400.3,-4844.83,-1319.22,2.17,-2812.41,-5767.73,-309.71,-6780.71,400.3,-4844.83
-23,-1315.53,7.06,-2804.7,-5754.12,-308.66,-6761.33,398.06,-4830.44,-1315.53,7.06,-2804.7,-5754.12,-308.66,-6761.33,398.06,-4830.44
-22,-1314.91,11.76,-2795.26,-5738.92,-300.68,-6744.03,401.97,-4817.29,-1314.91,11.76,-2795.26,-5738.92,-300.68,-6744.03,401.97,-4817.29
-21,-1323,7.47,-2794.33,-5733.27,-301.64,-6737.4,397.24,-4813.27,-1323,7.47,-2794.33,-5733.27,-301.64,-6737.4,397.24,-4813.27
-20,-1305.25,3.98,-2786.75,-5722,-300.07,-6726.65,398,-4803.61,-1305.25,3.98,-2786.75,-5722,-300.07,-6726.65,398,-4803.61
